TransactionNo,Items,DateTime,Daypart,DayType,SoldItems
4849,Coffee,1/17/2017 15:02,Afternoon,Weekday,172
4850,Coffee,1/17/2017 15:13,Afternoon,Weekday,194
4851,Coffee,1/17/2017 15:14,Afternoon,Weekday,196
4852,Coffee,1/17/2017 15:26,Afternoon,Weekday,196
4852,Soup,1/17/2017 15:26,Afternoon,Weekday,236
4852,Cake,1/17/2017 15:26,Afternoon,Weekday,235
4853,Tea,1/17/2017 15:42,Afternoon,Weekday,229
4854,Coffee,1/17/2017 15:45,Afternoon,Weekday,243
4855,Tea,1/17/2017 15:58,Afternoon,Weekday,264
4856,Coffee,1/17/2017 16:25,Afternoon,Weekday,272
4857,Tea,1/17/2017 16:44,Afternoon,Weekday,237
4857,Bread,1/17/2017 16:44,Afternoon,Weekday,211
4857,Cake,1/17/2017 16:44,Afternoon,Weekday,180
4858,Bread,1/17/2017 16:45,Afternoon,Weekday,201
4859,Tea,1/17/2017 17:12,Evening,Weekday,204
4860,Bread,1/18/2017 8:32,Morning,Weekday,188
4861,Coffee,1/18/2017 8:35,Morning,Weekday,235
4862,Bread,1/18/2017 9:01,Morning,Weekday,227
4863,Tea,1/18/2017 9:14,Morning,Weekday,234
4863,Coffee,1/18/2017 9:14,Morning,Weekday,264
4863,Coffee,1/18/2017 9:14,Morning,Weekday,302
4863,Muffin,1/18/2017 9:14,Morning,Weekday,293
4863,Cake,1/18/2017 9:14,Morning,Weekday,259
4864,Scandinavian,1/18/2017 9:16,Morning,Weekday,229
4865,Bread,1/18/2017 9:18,Morning,Weekday,203
4865,Bread,1/18/2017 9:18,Morning,Weekday,229
4866,Farm House,1/18/2017 9:50,Morning,Weekday,242
4867,Tea,1/18/2017 10:08,Morning,Weekday,233
4868,Tea,1/18/2017 10:15,Morning,Weekday,267
4868,Coffee,1/18/2017 10:15,Morning,Weekday,269
4869,Medialuna,1/18/2017 10:19,Morning,Weekday,270
4869,Coffee,1/18/2017 10:19,Morning,Weekday,315
4869,Tea,1/18/2017 10:19,Morning,Weekday,364
4870,Bread,1/18/2017 10:23,Morning,Weekday,347
4871,Pastry,1/18/2017 10:32,Morning,Weekday,312
4871,Muffin,1/18/2017 10:32,Morning,Weekday,274
4871,Coffee,1/18/2017 10:32,Morning,Weekday,237
4871,Tea,1/18/2017 10:32,Morning,Weekday,278
4872,Coffee,1/18/2017 10:39,Morning,Weekday,284
4872,Tea,1/18/2017 10:39,Morning,Weekday,277
4873,Hot chocolate,1/18/2017 10:49,Morning,Weekday,317
4873,Coke,1/18/2017 10:49,Morning,Weekday,313
4873,Cake,1/18/2017 10:49,Morning,Weekday,318
4874,Soup,1/18/2017 11:52,Morning,Weekday,374
4874,Pastry,1/18/2017 11:52,Morning,Weekday,413
4874,Tea,1/18/2017 11:52,Morning,Weekday,405
4875,Sandwich,1/18/2017 11:55,Morning,Weekday,355
4875,Alfajores,1/18/2017 11:55,Morning,Weekday,306
4876,Sandwich,1/18/2017 12:23,Afternoon,Weekday,271
4877,Bread,1/18/2017 13:11,Afternoon,Weekday,306
4877,Focaccia,1/18/2017 13:11,Afternoon,Weekday,315
4878,Coffee,1/18/2017 13:21,Afternoon,Weekday,301
4878,Juice,1/18/2017 13:21,Afternoon,Weekday,356
4878,Sandwich,1/18/2017 13:21,Afternoon,Weekday,348
4878,Crisps,1/18/2017 13:21,Afternoon,Weekday,355
4879,Tea,1/18/2017 13:53,Afternoon,Weekday,422
4879,Coffee,1/18/2017 13:53,Afternoon,Weekday,465
4879,Soup,1/18/2017 13:53,Afternoon,Weekday,467
4879,Salad,1/18/2017 13:53,Afternoon,Weekday,404
4880,Coffee,1/18/2017 14:00,Afternoon,Weekday,347
4880,Cookies,1/18/2017 14:00,Afternoon,Weekday,305
4881,Tea,1/18/2017 14:12,Afternoon,Weekday,336
4881,Cookies,1/18/2017 14:12,Afternoon,Weekday,340
4882,Cake,1/18/2017 15:04,Afternoon,Weekday,318
4883,Cake,1/18/2017 15:09,Afternoon,Weekday,362
4883,Coffee,1/18/2017 15:09,Afternoon,Weekday,348
4883,Coke,1/18/2017 15:09,Afternoon,Weekday,363
4883,Tea,1/18/2017 15:09,Afternoon,Weekday,435
4884,Coffee,1/18/2017 15:24,Afternoon,Weekday,491
4884,Jammie Dodgers,1/18/2017 15:24,Afternoon,Weekday,505
4885,Coke,1/18/2017 15:26,Afternoon,Weekday,404
4885,Sandwich,1/18/2017 15:26,Afternoon,Weekday,359
4886,Medialuna,1/18/2017 15:54,Afternoon,Weekday,310
4886,Cookies,1/18/2017 15:54,Afternoon,Weekday,337
4886,Juice,1/18/2017 15:54,Afternoon,Weekday,360
4886,Ella's Kitchen Pouches,1/18/2017 15:54,Afternoon,Weekday,342
4886,Tea,1/18/2017 15:54,Afternoon,Weekday,406
4887,Muffin,1/18/2017 16:01,Afternoon,Weekday,396
4887,Jammie Dodgers,1/18/2017 16:01,Afternoon,Weekday,420
4887,Cake,1/18/2017 16:01,Afternoon,Weekday,472
4887,Bread,1/18/2017 16:01,Afternoon,Weekday,548
4887,Hot chocolate,1/18/2017 16:01,Afternoon,Weekday,559
4888,Coffee,1/18/2017 16:17,Afternoon,Weekday,463
4888,Coffee,1/18/2017 16:17,Afternoon,Weekday,407
4888,Cake,1/18/2017 16:17,Afternoon,Weekday,362
4889,Cake,1/18/2017 16:20,Afternoon,Weekday,405
4890,Cake,1/18/2017 16:22,Afternoon,Weekday,417
4890,Tea,1/18/2017 16:22,Afternoon,Weekday,391
4891,Coffee,1/18/2017 16:56,Afternoon,Weekday,419
4891,Tea,1/18/2017 16:56,Afternoon,Weekday,461
4891,Coffee,1/18/2017 16:56,Afternoon,Weekday,472
4891,Cake,1/18/2017 16:56,Afternoon,Weekday,535
4891,Cookies,1/18/2017 16:56,Afternoon,Weekday,622
4892,Cookies,1/18/2017 17:01,Evening,Weekday,606
4892,Tea,1/18/2017 17:01,Evening,Weekday,508
4893,Focaccia,1/18/2017 18:28,Evening,Weekday,461
4893,Fudge,1/18/2017 18:28,Evening,Weekday,390
4894,Pastry,1/19/2017 8:38,Morning,Weekday,432
4894,Toast,1/19/2017 8:38,Morning,Weekday,112
4894,Coffee,1/19/2017 8:38,Morning,Weekday,118
4895,Tea,1/19/2017 9:13,Morning,Weekday,132
4895,Sandwich,1/19/2017 9:13,Morning,Weekday,129
4896,Tea,1/19/2017 9:37,Morning,Weekday,112
4896,Hot chocolate,1/19/2017 9:37,Morning,Weekday,118
4896,Spanish Brunch,1/19/2017 9:37,Morning,Weekday,132
4896,Granola,1/19/2017 9:37,Morning,Weekday,129
4896,Sandwich,1/19/2017 9:37,Morning,Weekday,121
4897,Coffee,1/19/2017 9:48,Morning,Weekday,135
4897,Medialuna,1/19/2017 9:48,Morning,Weekday,148
4898,Bread,1/19/2017 9:51,Morning,Weekday,148
4899,Coffee,1/19/2017 9:54,Morning,Weekday,136
4900,Coffee,1/19/2017 10:05,Morning,Weekday,119
4900,Toast,1/19/2017 10:05,Morning,Weekday,104
4901,Coffee,1/19/2017 10:09,Morning,Weekday,118
4901,Coffee,1/19/2017 10:09,Morning,Weekday,115
4901,Pastry,1/19/2017 10:09,Morning,Weekday,126
4902,Bread,1/19/2017 10:16,Morning,Weekday,141
4903,Farm House,1/19/2017 10:28,Morning,Weekday,135
4904,Bread,1/19/2017 10:31,Morning,Weekday,125
4904,Cookies,1/19/2017 10:31,Morning,Weekday,149
4905,Bread,1/19/2017 10:33,Morning,Weekday,170
4906,Hot chocolate,1/19/2017 10:38,Morning,Weekday,170
4906,Hot chocolate,1/19/2017 10:38,Morning,Weekday,158
4906,Cake,1/19/2017 10:38,Morning,Weekday,133
4907,Pastry,1/19/2017 10:46,Morning,Weekday,114
4907,Cake,1/19/2017 10:46,Morning,Weekday,140
4907,Mineral water,1/19/2017 10:46,Morning,Weekday,145
4908,Tea,1/19/2017 10:58,Morning,Weekday,150
4909,Tea,1/19/2017 11:04,Morning,Weekday,178
4909,Jammie Dodgers,1/19/2017 11:04,Morning,Weekday,163
4909,Cake,1/19/2017 11:04,Morning,Weekday,172
4909,Juice,1/19/2017 11:04,Morning,Weekday,178
4910,Tiffin,1/19/2017 11:05,Morning,Weekday,199
4911,Cake,1/19/2017 11:09,Morning,Weekday,199
4911,Muffin,1/19/2017 11:09,Morning,Weekday,184
4912,Coffee,1/19/2017 11:13,Morning,Weekday,162
4912,Coke,1/19/2017 11:13,Morning,Weekday,146
4912,Juice,1/19/2017 11:13,Morning,Weekday,166
4912,Truffles,1/19/2017 11:13,Morning,Weekday,171
4912,Medialuna,1/19/2017 11:13,Morning,Weekday,180
4913,Coffee,1/19/2017 11:18,Morning,Weekday,193
4914,Coffee,1/19/2017 11:18,Morning,Weekday,181
4915,Coffee,1/19/2017 11:28,Morning,Weekday,183
4915,Coffee,1/19/2017 11:28,Morning,Weekday,218
4916,Coffee,1/19/2017 11:28,Morning,Weekday,230
4917,Coffee,1/19/2017 11:34,Morning,Weekday,242
4917,Pastry,1/19/2017 11:34,Morning,Weekday,209
4918,Cake,1/19/2017 11:47,Morning,Weekday,191
4918,Coffee,1/19/2017 11:47,Morning,Weekday,172
4919,Bread,1/19/2017 11:52,Morning,Weekday,194
4919,Tiffin,1/19/2017 11:52,Morning,Weekday,196
4920,Scandinavian,1/19/2017 11:55,Morning,Weekday,196
4920,Bread,1/19/2017 11:55,Morning,Weekday,236
4921,Coffee,1/19/2017 11:55,Morning,Weekday,235
4921,Tea,1/19/2017 11:55,Morning,Weekday,229
4921,Alfajores,1/19/2017 11:55,Morning,Weekday,243
4922,Chicken Stew,1/19/2017 11:59,Morning,Weekday,264
4923,Coffee,1/19/2017 12:00,Afternoon,Weekday,272
4924,Coffee,1/19/2017 12:02,Afternoon,Weekday,237
4924,Juice,1/19/2017 12:02,Afternoon,Weekday,211
4924,Medialuna,1/19/2017 12:02,Afternoon,Weekday,180
4924,Crisps,1/19/2017 12:02,Afternoon,Weekday,201
4925,Coffee,1/19/2017 12:22,Afternoon,Weekday,204
4926,Farm House,1/19/2017 12:25,Afternoon,Weekday,188
4927,Salad,1/19/2017 12:37,Afternoon,Weekday,235
4927,Coffee,1/19/2017 12:37,Afternoon,Weekday,227
4928,Bread,1/19/2017 12:50,Afternoon,Weekday,234
4929,Bread,1/19/2017 12:54,Afternoon,Weekday,264
4929,Medialuna,1/19/2017 12:54,Afternoon,Weekday,302
4930,Coffee,1/19/2017 13:15,Afternoon,Weekday,293
4930,Coffee,1/19/2017 13:15,Afternoon,Weekday,259
4930,Sandwich,1/19/2017 13:15,Afternoon,Weekday,229
4931,Hot chocolate,1/19/2017 13:20,Afternoon,Weekday,203
4931,Chicken Stew,1/19/2017 13:20,Afternoon,Weekday,229
4932,Coffee,1/19/2017 13:24,Afternoon,Weekday,242
4932,Tea,1/19/2017 13:24,Afternoon,Weekday,233
4932,Sandwich,1/19/2017 13:24,Afternoon,Weekday,267
4932,Medialuna,1/19/2017 13:24,Afternoon,Weekday,269
4933,Bread,1/19/2017 13:43,Afternoon,Weekday,270
4933,Tea,1/19/2017 13:43,Afternoon,Weekday,315
4933,Chicken Stew,1/19/2017 13:43,Afternoon,Weekday,364
4933,Soup,1/19/2017 13:43,Afternoon,Weekday,112
4933,Cake,1/19/2017 13:43,Afternoon,Weekday,118
4933,Pastry,1/19/2017 13:43,Afternoon,Weekday,132
4933,Alfajores,1/19/2017 13:43,Afternoon,Weekday,129
4933,Focaccia,1/19/2017 13:43,Afternoon,Weekday,121
4934,Bread,1/19/2017 13:50,Afternoon,Weekday,135
4934,Coffee,1/19/2017 13:50,Afternoon,Weekday,148
4934,Soup,1/19/2017 13:50,Afternoon,Weekday,148
4934,Muffin,1/19/2017 13:50,Afternoon,Weekday,136
4935,Bread,1/19/2017 13:50,Afternoon,Weekday,119
4936,Coffee,1/19/2017 14:30,Afternoon,Weekday,104
4936,Tea,1/19/2017 14:30,Afternoon,Weekday,118
4936,Cake,1/19/2017 14:30,Afternoon,Weekday,115
4937,Sandwich,1/19/2017 14:33,Afternoon,Weekday,126
4937,Sandwich,1/19/2017 14:33,Afternoon,Weekday,141
4937,Coffee,1/19/2017 14:33,Afternoon,Weekday,135
4937,Tea,1/19/2017 14:33,Afternoon,Weekday,125
4938,Coffee,1/19/2017 14:34,Afternoon,Weekday,149
4938,Coffee,1/19/2017 14:34,Afternoon,Weekday,170
4939,Bread,1/19/2017 14:49,Afternoon,Weekday,170
4940,Coffee,1/19/2017 14:52,Afternoon,Weekday,158
4941,Bread,1/19/2017 14:53,Afternoon,Weekday,133
4942,Hot chocolate,1/19/2017 15:25,Afternoon,Weekday,114
4943,Coffee,1/19/2017 15:27,Afternoon,Weekday,140
4943,Bread,1/19/2017 15:27,Afternoon,Weekday,145
4943,Tiffin,1/19/2017 15:27,Afternoon,Weekday,150
4943,Bread,1/19/2017 15:27,Afternoon,Weekday,178
4944,Hot chocolate,1/19/2017 15:29,Afternoon,Weekday,163
4945,Hot chocolate,1/19/2017 15:41,Afternoon,Weekday,172
4945,Coffee,1/19/2017 15:41,Afternoon,Weekday,178
4945,Tiffin,1/19/2017 15:41,Afternoon,Weekday,199
4946,Coffee,1/19/2017 15:50,Afternoon,Weekday,199
4946,Cookies,1/19/2017 15:50,Afternoon,Weekday,184
4946,Bread,1/19/2017 15:50,Afternoon,Weekday,162
4948,Farm House,1/19/2017 17:21,Evening,Weekday,146
4949,Afternoon with the baker,1/20/2017 8:51,Morning,Weekday,166
4949,Coffee,1/20/2017 8:51,Morning,Weekday,171
4949,Scandinavian,1/20/2017 8:51,Morning,Weekday,180
4950,Coffee,1/20/2017 8:53,Morning,Weekday,193
4950,Bread,1/20/2017 8:53,Morning,Weekday,181
4951,Coffee,1/20/2017 8:56,Morning,Weekday,183
4951,Tea,1/20/2017 8:56,Morning,Weekday,218
4951,Toast,1/20/2017 8:56,Morning,Weekday,230
4952,Coffee,1/20/2017 8:58,Morning,Weekday,242
4952,Toast,1/20/2017 8:58,Morning,Weekday,209
4953,Coffee,1/20/2017 8:58,Morning,Weekday,191
4954,Coffee,1/20/2017 8:59,Morning,Weekday,172
4954,Toast,1/20/2017 8:59,Morning,Weekday,194
4955,Coffee,1/20/2017 9:12,Morning,Weekday,196
4955,Medialuna,1/20/2017 9:12,Morning,Weekday,196
4956,Coffee,1/20/2017 9:19,Morning,Weekday,236
4957,Cake,1/20/2017 9:35,Morning,Weekday,235
4958,Pastry,1/20/2017 9:37,Morning,Weekday,229
4958,Bread,1/20/2017 9:37,Morning,Weekday,243
4959,Coffee,1/20/2017 9:38,Morning,Weekday,264
4960,Bread,1/20/2017 9:41,Morning,Weekday,272
4961,Farm House,1/20/2017 9:52,Morning,Weekday,237
4962,Coffee,1/20/2017 9:56,Morning,Weekday,211
4962,Coffee,1/20/2017 9:56,Morning,Weekday,180
4962,Coffee,1/20/2017 9:56,Morning,Weekday,201
4962,Toast,1/20/2017 9:56,Morning,Weekday,204
4962,Cookies,1/20/2017 9:56,Morning,Weekday,188
4963,Pastry,1/20/2017 10:04,Morning,Weekday,235
4963,Coffee,1/20/2017 10:04,Morning,Weekday,227
4963,Coffee,1/20/2017 10:04,Morning,Weekday,234
4964,Coffee,1/20/2017 10:29,Morning,Weekday,264
4965,Bread,1/20/2017 10:32,Morning,Weekday,302
4966,Bread,1/20/2017 10:46,Morning,Weekday,293
4966,Tea,1/20/2017 10:46,Morning,Weekday,259
4966,Granola,1/20/2017 10:46,Morning,Weekday,229
4967,Bread,1/20/2017 10:54,Morning,Weekday,203
4967,Tea,1/20/2017 10:54,Morning,Weekday,229
4967,Scone,1/20/2017 10:54,Morning,Weekday,242
4967,Sandwich,1/20/2017 10:54,Morning,Weekday,233
4968,Coffee,1/20/2017 11:06,Morning,Weekday,267
4968,Coffee,1/20/2017 11:06,Morning,Weekday,269
4968,Pastry,1/20/2017 11:06,Morning,Weekday,270
4969,Pastry,1/20/2017 11:10,Morning,Weekday,315
4969,Pastry,1/20/2017 11:10,Morning,Weekday,364
4969,Coffee,1/20/2017 11:10,Morning,Weekday,347
4969,Coffee,1/20/2017 11:10,Morning,Weekday,312
4969,Bread,1/20/2017 11:10,Morning,Weekday,274
4971,Bread,1/20/2017 11:32,Morning,Weekday,237
4972,Bread,1/20/2017 11:40,Morning,Weekday,278
4973,Muffin,1/20/2017 11:42,Morning,Weekday,284
4973,Muffin,1/20/2017 11:42,Morning,Weekday,277
4974,Farm House,1/20/2017 12:01,Afternoon,Weekday,317
4975,Coffee,1/20/2017 12:03,Afternoon,Weekday,313
4975,Tea,1/20/2017 12:03,Afternoon,Weekday,318
4975,Scone,1/20/2017 12:03,Afternoon,Weekday,374
4976,Coffee,1/20/2017 12:11,Afternoon,Weekday,413
4976,Coffee,1/20/2017 12:11,Afternoon,Weekday,405
4977,Bread,1/20/2017 12:14,Afternoon,Weekday,355
4978,Bread,1/20/2017 12:20,Afternoon,Weekday,306
4979,Coffee,1/20/2017 12:21,Afternoon,Weekday,271
4979,Scone,1/20/2017 12:21,Afternoon,Weekday,306
4980,Bread,1/20/2017 12:30,Afternoon,Weekday,315
4981,Chicken Stew,1/20/2017 12:30,Afternoon,Weekday,301
4982,Tea,1/20/2017 12:38,Afternoon,Weekday,356
4982,Tea,1/20/2017 12:38,Afternoon,Weekday,348
4982,Coffee,1/20/2017 12:38,Afternoon,Weekday,355
4983,Coffee,1/20/2017 12:46,Afternoon,Weekday,422
4983,Tea,1/20/2017 12:46,Afternoon,Weekday,465
4983,Scone,1/20/2017 12:46,Afternoon,Weekday,467
4984,Cake,1/20/2017 12:50,Afternoon,Weekday,404
4984,Pastry,1/20/2017 12:50,Afternoon,Weekday,347
4984,Farm House,1/20/2017 12:50,Afternoon,Weekday,305
4984,Scandinavian,1/20/2017 12:50,Afternoon,Weekday,336
4985,Smoothies,1/20/2017 13:01,Afternoon,Weekday,340
4985,Muffin,1/20/2017 13:01,Afternoon,Weekday,318
4986,Coffee,1/20/2017 13:11,Afternoon,Weekday,362
4986,Tea,1/20/2017 13:11,Afternoon,Weekday,348
4986,Sandwich,1/20/2017 13:11,Afternoon,Weekday,363
4986,Salad,1/20/2017 13:11,Afternoon,Weekday,435
4987,Sandwich,1/20/2017 13:12,Afternoon,Weekday,491
4987,Truffles,1/20/2017 13:12,Afternoon,Weekday,505
4988,Coffee,1/20/2017 13:16,Afternoon,Weekday,404
4988,Sandwich,1/20/2017 13:16,Afternoon,Weekday,359
4989,Bread,1/20/2017 13:17,Afternoon,Weekday,310
4989,Coffee,1/20/2017 13:17,Afternoon,Weekday,337
4990,Chicken Stew,1/20/2017 13:24,Afternoon,Weekday,360
4991,Bread,1/20/2017 13:47,Afternoon,Weekday,342
4991,Coffee,1/20/2017 13:47,Afternoon,Weekday,406
4991,Bread,1/20/2017 13:47,Afternoon,Weekday,396
4992,Coffee,1/20/2017 13:52,Afternoon,Weekday,420
4993,Coffee,1/20/2017 13:59,Afternoon,Weekday,472
4993,Sandwich,1/20/2017 13:59,Afternoon,Weekday,548
4994,Hot chocolate,1/20/2017 14:02,Afternoon,Weekday,559
4995,Medialuna,1/20/2017 14:15,Afternoon,Weekday,463
4996,Hot chocolate,1/20/2017 14:16,Afternoon,Weekday,407
4997,Coffee,1/20/2017 14:25,Afternoon,Weekday,362
4998,Cake,1/20/2017 14:33,Afternoon,Weekday,405
4999,Coffee,1/20/2017 14:37,Afternoon,Weekday,417
4999,Alfajores,1/20/2017 14:37,Afternoon,Weekday,391
5000,Bread,1/20/2017 14:38,Afternoon,Weekday,419
5000,Coffee,1/20/2017 14:38,Afternoon,Weekday,461
5001,Bread,1/20/2017 14:40,Afternoon,Weekday,472
5002,Bread,1/20/2017 14:47,Afternoon,Weekday,535
5002,Muffin,1/20/2017 14:47,Afternoon,Weekday,622
5003,Coffee,1/20/2017 15:10,Afternoon,Weekday,606
5003,Bread,1/20/2017 15:10,Afternoon,Weekday,508
5004,Coffee,1/20/2017 15:24,Afternoon,Weekday,461
5004,Coffee,1/20/2017 15:24,Afternoon,Weekday,390
5004,Cake,1/20/2017 15:24,Afternoon,Weekday,432
5005,Bread,1/20/2017 15:25,Afternoon,Weekday,112
5005,Muffin,1/20/2017 15:25,Afternoon,Weekday,118
5006,Tea,1/20/2017 15:32,Afternoon,Weekday,132
5006,Tiffin,1/20/2017 15:32,Afternoon,Weekday,129
5007,Coffee,1/20/2017 15:36,Afternoon,Weekday,112
5008,Bread,1/20/2017 15:53,Afternoon,Weekday,118
5008,Sandwich,1/20/2017 15:53,Afternoon,Weekday,132
5008,Tea,1/20/2017 15:53,Afternoon,Weekday,129
5009,Coffee,1/20/2017 15:59,Afternoon,Weekday,121
5009,Pastry,1/20/2017 15:59,Afternoon,Weekday,135
5010,Scandinavian,1/20/2017 16:01,Afternoon,Weekday,148
5011,Medialuna,1/20/2017 16:03,Afternoon,Weekday,148
5011,Vegan mincepie,1/20/2017 16:03,Afternoon,Weekday,136
5011,Juice,1/20/2017 16:03,Afternoon,Weekday,119
5011,Tea,1/20/2017 16:03,Afternoon,Weekday,104
5012,Coffee,1/20/2017 16:08,Afternoon,Weekday,118
5012,Scone,1/20/2017 16:08,Afternoon,Weekday,115
5013,Tea,1/20/2017 16:35,Afternoon,Weekday,126
5013,Brownie,1/20/2017 16:35,Afternoon,Weekday,141
5013,Raspberry shortbread sandwich,1/20/2017 16:35,Afternoon,Weekday,135
5014,Tea,1/20/2017 16:38,Afternoon,Weekday,125
5014,Sandwich,1/20/2017 16:38,Afternoon,Weekday,149
5015,Coffee,1/20/2017 16:48,Afternoon,Weekday,170
5015,Cookies,1/20/2017 16:48,Afternoon,Weekday,170
5016,Cookies,1/20/2017 16:53,Afternoon,Weekday,158
5017,Farm House,1/20/2017 16:54,Afternoon,Weekday,133
5018,Bread,1/20/2017 17:14,Evening,Weekday,114
5019,Bread,1/21/2017 8:54,Morning,Weekend,140
5020,Coffee,1/21/2017 8:56,Morning,Weekend,145
5020,Medialuna,1/21/2017 8:56,Morning,Weekend,150
5021,Coffee,1/21/2017 8:58,Morning,Weekend,178
5021,Pastry,1/21/2017 8:58,Morning,Weekend,163
5022,Coffee,1/21/2017 9:13,Morning,Weekend,172
5022,Medialuna,1/21/2017 9:13,Morning,Weekend,178
5022,Pastry,1/21/2017 9:13,Morning,Weekend,199
5023,Coffee,1/21/2017 9:15,Morning,Weekend,199
5024,Cake,1/21/2017 9:19,Morning,Weekend,184
5025,Medialuna,1/21/2017 9:21,Morning,Weekend,162
5026,Coffee,1/21/2017 9:22,Morning,Weekend,146
5027,Farm House,1/21/2017 9:45,Morning,Weekend,166
5028,Bread,1/21/2017 9:46,Morning,Weekend,171
5028,Brownie,1/21/2017 9:46,Morning,Weekend,180
5029,Brownie,1/21/2017 9:51,Morning,Weekend,193
5029,Coffee,1/21/2017 9:51,Morning,Weekend,181
5030,Scandinavian,1/21/2017 9:57,Morning,Weekend,183
5030,Bread,1/21/2017 9:57,Morning,Weekend,218
5030,Alfajores,1/21/2017 9:57,Morning,Weekend,230
5031,Bread,1/21/2017 9:59,Morning,Weekend,242
5032,Medialuna,1/21/2017 10:14,Morning,Weekend,209
5032,Bread,1/21/2017 10:14,Morning,Weekend,191
5033,Bread,1/21/2017 10:15,Morning,Weekend,172
5033,Pastry,1/21/2017 10:15,Morning,Weekend,194
5034,Coffee,1/21/2017 10:21,Morning,Weekend,196
5035,Scone,1/21/2017 10:28,Morning,Weekend,196
5035,Tea,1/21/2017 10:28,Morning,Weekend,236
5035,Juice,1/21/2017 10:28,Morning,Weekend,235
5035,Medialuna,1/21/2017 10:28,Morning,Weekend,229
5036,Tiffin,1/21/2017 10:30,Morning,Weekend,243
5036,Coffee,1/21/2017 10:30,Morning,Weekend,264
5037,Coffee,1/21/2017 10:38,Morning,Weekend,272
5037,Cake,1/21/2017 10:38,Morning,Weekend,237
5038,Bread,1/21/2017 10:42,Morning,Weekend,211
5038,Scone,1/21/2017 10:42,Morning,Weekend,180
5039,Medialuna,1/21/2017 10:56,Morning,Weekend,201
5039,Coffee,1/21/2017 10:56,Morning,Weekend,204
5040,Coffee,1/21/2017 10:57,Morning,Weekend,188
5041,Spanish Brunch,1/21/2017 10:59,Morning,Weekend,235
5041,Tea,1/21/2017 10:59,Morning,Weekend,227
5041,Alfajores,1/21/2017 10:59,Morning,Weekend,234
5042,Cake,1/21/2017 11:09,Morning,Weekend,264
5043,Coffee,1/21/2017 11:11,Morning,Weekend,302
5043,Coffee,1/21/2017 11:11,Morning,Weekend,293
5043,Toast,1/21/2017 11:11,Morning,Weekend,259
5043,Tiffin,1/21/2017 11:11,Morning,Weekend,229
5044,Brownie,1/21/2017 11:13,Morning,Weekend,203
5045,Pastry,1/21/2017 11:16,Morning,Weekend,229
5046,Afternoon with the baker,1/21/2017 11:19,Morning,Weekend,242
5047,Farm House,1/21/2017 11:32,Morning,Weekend,233
5048,Coffee,1/21/2017 11:35,Morning,Weekend,267
5048,Coffee,1/21/2017 11:35,Morning,Weekend,269
5048,Coke,1/21/2017 11:35,Morning,Weekend,270
5048,Juice,1/21/2017 11:35,Morning,Weekend,315
5048,Cake,1/21/2017 11:35,Morning,Weekend,364
5049,Bread,1/21/2017 11:37,Morning,Weekend,112
5049,Tiffin,1/21/2017 11:37,Morning,Weekend,118
5049,Cookies,1/21/2017 11:37,Morning,Weekend,132
5050,Scone,1/21/2017 11:38,Morning,Weekend,129
5050,Cake,1/21/2017 11:38,Morning,Weekend,121
5050,Coffee,1/21/2017 11:38,Morning,Weekend,135
5051,Coffee,1/21/2017 11:41,Morning,Weekend,148
5052,Coffee,1/21/2017 11:42,Morning,Weekend,148
5052,Coffee,1/21/2017 11:42,Morning,Weekend,136
5052,Alfajores,1/21/2017 11:42,Morning,Weekend,119
5052,Tiffin,1/21/2017 11:42,Morning,Weekend,104
5052,Brownie,1/21/2017 11:42,Morning,Weekend,118
5052,Bread,1/21/2017 11:42,Morning,Weekend,115
5054,Coffee,1/21/2017 11:43,Morning,Weekend,126
5054,Medialuna,1/21/2017 11:43,Morning,Weekend,141
5054,Cake,1/21/2017 11:43,Morning,Weekend,135
5055,Granola,1/21/2017 11:44,Morning,Weekend,125
5055,Coffee,1/21/2017 11:44,Morning,Weekend,149
5056,Cake,1/21/2017 11:49,Morning,Weekend,170
5056,Hot chocolate,1/21/2017 11:49,Morning,Weekend,170
5057,Tea,1/21/2017 11:52,Morning,Weekend,158
5057,Scone,1/21/2017 11:52,Morning,Weekend,133
5057,Tiffin,1/21/2017 11:52,Morning,Weekend,114
5058,Bread,1/21/2017 11:56,Morning,Weekend,140
5059,Tea,1/21/2017 12:02,Afternoon,Weekend,145
5060,Coffee,1/21/2017 12:04,Afternoon,Weekend,150
5060,Bread,1/21/2017 12:04,Afternoon,Weekend,178
5061,Coffee,1/21/2017 12:10,Afternoon,Weekend,163
5061,Coffee,1/21/2017 12:10,Afternoon,Weekend,172
5061,Juice,1/21/2017 12:10,Afternoon,Weekend,178
5061,Cake,1/21/2017 12:10,Afternoon,Weekend,199
5061,Scone,1/21/2017 12:10,Afternoon,Weekend,199
5061,Toast,1/21/2017 12:10,Afternoon,Weekend,184
5062,Jammie Dodgers,1/21/2017 12:12,Afternoon,Weekend,162
5062,Scone,1/21/2017 12:12,Afternoon,Weekend,146
5062,Tiffin,1/21/2017 12:12,Afternoon,Weekend,166
5062,Bread,1/21/2017 12:12,Afternoon,Weekend,171
5062,Hot chocolate,1/21/2017 12:12,Afternoon,Weekend,180
5062,Tea,1/21/2017 12:12,Afternoon,Weekend,193
5062,Coffee,1/21/2017 12:12,Afternoon,Weekend,181
5063,Scandinavian,1/21/2017 12:18,Afternoon,Weekend,183
5064,Afternoon with the baker,1/21/2017 12:32,Afternoon,Weekend,218
